Theta,Alpha,Low_beta,High_beta,Gamma
73.87783681,18.91641841,6.490672731,20.09720134,26.1626461
29.39513167,20.3959451,7.734485901,20.04639168,26.66572707
50.72168012,14.38921171,9.87916852,22.38353228,22.59682704
18.07963241,29.88882838,8.550213234,26.6547237,30.03266649
43.98823699,29.23375349,19.09762238,19.92058211,36.94205405
73.87783681,18.91641841,6.490672731,20.09720134,26.1626461
29.39513167,20.3959451,7.734485901,20.04639168,26.66572707
50.72168012,14.38921171,9.87916852,22.38353228,22.59682704
18.07963241,29.88882838,8.550213234,26.6547237,30.03266649
43.98823699,29.23375349,19.09762238,19.92058211,36.94205405
73.87783681,18.91641841,6.490672731,20.09720134,26.1626461
29.39513167,20.3959451,7.734485901,20.04639168,26.66572707
50.72168012,14.38921171,9.87916852,22.38353228,22.59682704
18.07963241,29.88882838,8.550213234,26.6547237,30.03266649
43.98823699,29.23375349,19.09762238,19.92058211,36.94205405
73.87783681,18.91641841,6.490672731,20.09720134,26.1626461
35.70063211,29.67076684,28.01427163,20.41747661,18.0113131
35.9008678,21.31145789,14.80838334,17.00724948,15.11498869
22.3383894,24.64405376,8.795006282,20.32940141,18.63970322
30.52197,43.69565105,48.27363134,32.94195257,30.67829443
32.27723861,30.25759279,26.59025412,20.49220771,17.46865489
35.70063211,29.67076684,28.01427163,20.41747661,18.0113131
35.9008678,21.31145789,14.80838334,17.00724948,15.11498869
22.3383894,24.64405376,8.795006282,20.32940141,18.63970322
30.52197,43.69565105,48.27363134,32.94195257,30.67829443
32.27723861,30.25759279,26.59025412,20.49220771,17.46865489
35.70063211,29.67076684,28.01427163,20.41747661,18.0113131
35.9008678,21.31145789,14.80838334,17.00724948,15.11498869
22.3383894,24.64405376,8.795006282,20.32940141,18.63970322
30.52197,43.69565105,48.27363134,32.94195257,30.67829443
32.27723861,30.25759279,26.59025412,20.49220771,17.46865489
35.70063211,29.67076684,28.01427163,20.41747661,18.0113131
35.9008678,21.31145789,14.80838334,17.00724948,15.11498869
22.3383894,24.64405376,8.795006282,20.32940141,18.63970322
30.52197,43.69565105,48.27363134,32.94195257,30.67829443
32.27723861,30.25759279,26.59025412,20.49220771,17.46865489
35.70063211,29.67076684,28.01427163,20.41747661,18.0113131
35.9008678,21.31145789,14.80838334,17.00724948,15.11498869
22.3383894,24.64405376,8.795006282,20.32940141,18.63970322
30.52197,43.69565105,48.27363134,32.94195257,30.67829443
32.27723861,30.25759279,26.59025412,20.49220771,17.46865489
60.41634682,32.48027356,24.5138003,10.34751244,11.41950126
68.89126417,44.29086618,10.52218417,9.86680242,10.51786588
55.1907445,23.3349164,11.47738814,12.651445,10.1752222
77.63738671,37.48122671,28.69907185,27.42587396,38.91111248
47.77918504,36.56314896,23.1895153,10.59644641,11.37750571
60.41634682,32.48027356,24.5138003,10.34751244,11.41950126
68.89126417,44.29086618,10.52218417,9.86680242,10.51786588
55.1907445,23.3349164,11.47738814,12.651445,10.1752222
77.63738671,37.48122671,28.69907185,27.42587396,38.91111248
47.77918504,36.56314896,23.1895153,10.59644641,11.37750571
60.41634682,32.48027356,24.5138003,10.34751244,11.41950126
68.89126417,44.29086618,10.52218417,9.86680242,10.51786588
55.1907445,23.3349164,11.47738814,12.651445,10.1752222
77.63738671,37.48122671,28.69907185,27.42587396,38.91111248
47.77918504,36.56314896,23.1895153,10.59644641,11.37750571
60.41634682,32.48027356,24.5138003,10.34751244,11.41950126
68.89126417,44.29086618,10.52218417,9.86680242,10.51786588
55.1907445,23.3349164,11.47738814,12.651445,10.1752222
77.63738671,37.48122671,28.69907185,27.42587396,38.91111248
47.77918504,36.56314896,23.1895153,10.59644641,11.37750571
60.41634682,32.48027356,24.5138003,10.34751244,11.41950126
68.89126417,44.29086618,10.52218417,9.86680242,10.51786588
55.1907445,23.3349164,11.47738814,12.651445,10.1752222
77.63738671,37.48122671,28.69907185,27.42587396,38.91111248
47.77918504,36.56314896,23.1895153,10.59644641,11.37750571
178.3234106,72.22306201,10.38475277,13.97768205,22.30393769
234.0218606,116.9054525,19.11627728,16.15554505,24.59840364
220.7142867,63.22536214,13.45481706,20.87399477,24.26640367
283.719465,77.02184027,14.33768746,29.83601019,53.82858755
166.6896751,82.91770529,11.02901336,14.38650126,22.34736629
178.3234106,72.22306201,10.38475277,13.97768205,22.30393769
234.0218606,116.9054525,19.11627728,16.15554505,24.59840364
220.7142867,63.22536214,13.45481706,20.87399477,24.26640367
283.719465,77.02184027,14.33768746,29.83601019,53.82858755
166.6896751,82.91770529,11.02901336,14.38650126,22.34736629
178.3234106,72.22306201,10.38475277,13.97768205,22.30393769
234.0218606,116.9054525,19.11627728,16.15554505,24.59840364
220.7142867,63.22536214,13.45481706,20.87399477,24.26640367
283.719465,77.02184027,14.33768746,29.83601019,53.82858755
166.6896751,82.91770529,11.02901336,14.38650126,22.34736629
178.3234106,72.22306201,10.38475277,13.97768205,22.30393769
234.0218606,116.9054525,19.11627728,16.15554505,24.59840364
220.7142867,63.22536214,13.45481706,20.87399477,24.26640367
283.719465,77.02184027,14.33768746,29.83601019,53.82858755
166.6896751,82.91770529,11.02901336,14.38650126,22.34736629
178.3234106,72.22306201,10.38475277,13.97768205,22.30393769
